State,ssvf_award_total,Number of CoCs,Homeless Veterans,Sheltered Total Homeless Veterans,Unsheltered Homeless Veterans,Year,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients **,Sheltered ES Homeless Veterans,Sheltered TH Homeless Veterans,Sheltered SH Homeless Veterans
Maine,2099469.0,1.0,119,106,13,2018,111266.16159736701,1062027.2565390258,534426.6150000001,676.81921,46113.174,0.0,20572.24334,7338.829000000001,452899.575989026,42168,50,55,1
Maryland,5300151.0,16.0,574,470,104,2018,380317.325652306,3019652.54632625,1426103.41,11545.51865,348139.559,0.0,22708.333209999997,31114.665999999997,1180041.05946625,83474,170,286,14
Massachusetts,4447172.76,15.0,985,934,51,2018,310648.8021814204,2807487.378395224,1174017.7059999998,10594.49392,245746.766,0.0,25009.745000000003,36309.774,1315808.8934752238,87015,226,668,40
Michigan,8585961.74,21.0,693,646,47,2018,570662.2909422127,4035413.428537195,2049343.3920000005,12460.95683,210600.614,0.0,51353.25997,39205.634000000005,1672449.5717371942,158946,251,343,52
Minnesota,2663618.0,10.0,301,250,51,2018,318061.62884605135,2778320.7001481354,1138801.716,4403.45082,120935.61599999994,0.0,98419.45800999999,31790.951999999987,1383969.507318136,120334,139,109,2
Mississippi,3584309.0,3.0,102,37,65,2018,189084.6914617288,1778520.1783075512,854730.7730000002,9645.68759,74722.057,0.0,26550.32724,9907.015000000003,802964.3184775518,67824,10,27,0
Missouri,3627634.29,8.0,507,415,92,2018,434373.312539554,3697993.7253195797,1673700.237,66048.50124000001,173311.05300000004,0.0,125502.42021000001,27504.55799999999,1631926.9558695785,143204,197,199,19
Montana,793652.8,1.0,198,125,73,2018,90230.6852846396,780981.6242783016,333857.825,2655.02627,41530.729999999996,0.0,10874.681690000001,4613.558000000001,387449.80331830157,36549,58,67,0
Nebraska,1704538.0,3.0,171,168,3,2018,127254.9886672603,1191639.173821731,554786.7869999999,12507.49134,56840.852,0.0,41119.20222,10956.364999999996,515428.47626173095,48273,97,71,0
Nevada,3696893.0,3.0,723,530,193,2018,214638.51504670267,2078261.116456923,974512.7349999999,15074.21992,112421.07500000001,0.0,16434.90289,11025.007,948793.1766469233,77111,159,364,7
New Hampshire,1286558.0,3.0,143,136,7,2018,102682.347097694,772524.9528465421,334889.98899999994,413.21067999999997,61660.374,0.0,7717.451779999999,8469.157000000001,359374.77038654214,31161,43,90,3
New Jersey,6126217.0,16.0,555,470,85,2018,340561.39728128794,2225449.344965011,1085500.501,1174.78498,230501.261,0.0,21031.705990000002,39871.931,847369.1609950109,77157,150,318,2
New Mexico,2038861.0,2.0,290,177,113,2018,156595.4365325617,1545337.0559743354,795765.031,2910.3494600000004,66098.45899999999,0.0,15966.5585,10000.103999999998,654596.554014335,53854,112,65,0
New York,21411709.37,26.0,1224,1184,40,2018,747146.3959904287,6283122.914368617,2440257.4010000005,65806.81569,574108.893,0.0,101714.94787,75368.45999999998,3025866.3968086164,221835,702,408,74
North Carolina,7783167.57,12.0,884,735,149,2018,728177.810833881,7308631.147849829,3982710.102999999,19818.28782,494053.57199999987,0.0,92298.95500999998,55225.21100000001,2664525.019019829,241347,370,365,0
North Dakota,911497.0,1.0,9,9,0,2018,51265.32196460521,412760.76530152047,173799.25499999998,6300.51737,23387.233000000004,0.0,6161.971219999999,3332.385000000001,199779.40371152037,19601,9,0,0
Ohio,9806488.36,9.0,749,694,55,2018,753809.0749275604,8692249.207642633,2389949.8249999997,14032.15258,281492.84899999993,0.0,3164823.1325200005,51770.12699999997,2790181.121542633,240803,286,366,42
Oklahoma,4729637.0,8.0,313,206,107,2018,300100.46009155153,3258053.3440957884,1915539.2240000004,7611.2979700000005,144156.58100000003,0.0,140425.12847999998,19385.332000000002,1030935.7806457891,97839,125,79,2
Oregon,5459894.0,7.0,1363,600,763,2018,297039.1348752097,2862576.7070823708,1325174.3949999998,28463.9103,160262.37,0.0,39141.080149999994,18661.861000000004,1290873.0906323704,103494,299,301,0
Pennsylvania,13521407.0,16.0,982,910,72,2018,793321.1143046378,5547696.283013489,2510819.323,27340.30166,347612.4279999999,0.0,155327.50052,66237.86799999999,2440358.861833491,231712,293,567,50
Puerto Rico,298812.0,2.0,82,18,64,2018,76144.04353595272,1557601.1096938867,775862.5410000002,16835.53361,45052.675000000025,0.0,25430.089239999998,3708.7589999999996,690711.511843887,51849,3,15,0
Rhode Island,1178835.0,1.0,103,100,3,2018,61078.38253904901,558899.9831930967,221673.64299999998,7750.308339999999,42568.654,0.0,31825.355669999997,5111.2429999999995,249970.77918309672,19535,37,63,0
South Carolina,3352500.0,4.0,415,320,95,2018,400741.99991944013,3849696.1835801415,2142531.6989999996,8916.08757,267228.77999999997,0.0,78900.45615,27913.488000000005,1324205.6728601407,138925,137,179,4
South Dakota,769050.0,1.0,110,89,21,2018,64733.2148991821,668431.3483728667,242116.53900000002,6771.28788,25108.961000000003,0.0,10749.89548,4829.744999999999,378854.9200128666,30141,30,59,0
Tennessee,4126815.0,10.0,742,556,186,2018,465674.86639315635,4407935.830238633,2274082.4089999995,10738.421119999999,263909.444,0.0,78140.73593,26806.552,1754258.2681886316,152841,223,327,6
Texas,16603983.530000001,11.0,1935,1142,793,2018,1574021.0729194144,17079858.30445513,8573040.020000001,20874.28997,1433568.9769999997,1189447.7201399999,226764.14708,105309.57499999998,5530853.575265128,502257,688,438,16
Utah,1023946.0,3.0,239,222,17,2018,132570.8303306841,1201769.6734256416,504918.41500000004,6238.41029,92695.00699999998,0.0,77368.56955999999,8893.019999999999,511656.2515756413,37074,72,150,0
Vermont,952071.0,2.0,104,96,8,2018,42120.477050718495,321578.3168497571,137559.10700000002,3.70377,19975.016000000003,0.0,4220.13626,3204.3039999999996,156616.0498197571,14752,34,62,0
Virginia,3911012.79,16.0,485,400,85,2018,719916.374242101,5922115.778124639,3190306.2739999997,19968.4529,806718.891,0.0,69695.18742999999,47710.862999999976,1787716.1097946393,163113,299,101,0
Washington,8095129.26,6.0,1636,770,866,2018,552291.3920590352,4377268.316624596,2265561.639,30965.263440000002,444744.11099999986,0.0,77058.38712,32870.135,1526068.7810645974,138757,479,290,1
West Virginia,2331166.0,4.0,131,106,25,2018,140027.1083138753,1971288.4256922267,728133.348,15649.521139999999,41973.736000000004,0.0,405641.17432,7597.7119999999995,772292.9342322274,57370,69,37,0
Wisconsin,3942107.0,4.0,332,321,11,2018,354266.2604152937,2863140.002782272,1170060.0479999997,10798.374590000001,116544.02899999998,0.0,73842.15550000001,29591.345999999998,1462304.0496922731,124134,120,200,1
Wyoming,1366620.0,1.0,47,47,0,2018,46927.4557693552,462774.6018311451,169700.80699999997,11809.22284,16429.928999999996,0.0,1762.4038499999997,3822.2679999999996,259249.9711411452,18816,36,11,0
Alaska,791240.0,2.0,111,85,26,2019,68890.8670219045,823089.9144914217,333061.001,938.64203,74000.24200000001,0.0,28714.10554,2535.1699999999996,383840.75392142165,21724,53,32,0
Arizona,8165965.0,3.0,910,598,312,2019,492472.398692453,4694175.741275892,2227962.6790000005,17525.246489999998,350015.072,0.0,80727.53336999999,32158.412,1985786.7984158923,162285,218,333,47
Arkansas,922910.0,5.0,238,153,85,2019,216323.3364015965,2514571.734239736,1242636.0650000002,1814.1277299999997,85939.24900000003,0.0,29208.927899999995,11865.512,1143107.8526097352,84541,80,73,0
California,63784467.0,44.0,10980,3261,7719,2019,1578508.9312171622,17880625.196980547,8354915.490999999,203698.99431,1867089.2770000005,0.0,217158.47091,130196.11399999999,7107566.849760549,465475,1436,1609,216
Colorado,4673727.0,3.0,1068,792,276,2019,394144.61616511527,3821243.139773722,2000760.2410000002,1006.6224400000017,440295.74499999994,0.0,55894.89534999999,28747.207000000002,1294538.4289837219,110867,494,289,9
Connecticut,3397551.0,2.0,195,182,13,2019,170453.66883727,1450274.447392673,532795.572,744.9818399999999,122983.43300000002,0.0,17433.33457,21112.657,755204.468982673,49652,50,132,0
Delaware,900989.0,1.0,65,61,4,2019,69715.179733913,535395.4243125037,282154.43000000005,14.76379,38354.08499999999,0.0,3467.4136400000007,5004.1759999999995,206400.55588250363,17376,26,35,0
District of Columbia,1265661.25,1.0,297,262,35,2019,26863.29437738,4301017.404098836,107722.867,282814.13571999996,35682.847,0.0,3626324.68009,2278.828,246194.04628883558,7885,124,138,0
Florida,25175314.0,27.0,2472,1576,896,2019,1457205.3286150962,15181485.60349237,7608439.534999998,107466.86507,1040607.172,0.0,168060.72231,108410.924,6148500.385112376,531488,576,894,106
Georgia,8098451.0,9.0,801,448,353,2019,690725.8963504767,7345472.404841056,4383901.843999999,12323.065709999999,527606.6309999997,0.0,105104.94316000002,44376.88900000002,2272159.031971057,223543,271,177,0
Guam,638307.0,1.0,23,5,18,2019,10183.182777942899,129465.0596590848,70144.229,0.0,16003.371,0.0,0,588.148,42729.31165908479,3073,5,0,0
Hawaii,3169398.0,2.0,505,210,295,2019,110524.4537595587,1123321.4203994446,521143.30700000003,825.24671,175108.254,0.0,17048.63154,11326.67,397869.31114944466,28756,102,108,0
Idaho,316790.0,2.0,201,129,72,2019,119695.64976394025,1176243.0079437972,574422.789,5070.8598,61818.68999999999,0.0,11892.935190000002,7879.468000000003,515158.26595379796,47051,78,51,0
Illinois,7668820.0,19.0,690,536,154,2019,591988.7285266529,5110462.74530242,2136547.501,7818.99338,297264.3119999998,0.0,43127.678459999996,55324.80599999999,2570379.45446242,176245,299,214,23
Indiana,4607619.0,2.0,572,529,43,2019,392388.231784516,3294413.0329142353,1517487.164,5919.83197,140425.48099999997,0.0,66473.39989999999,22860.37500000001,1541246.7810442362,130347,229,278,22
Iowa,2341050.0,3.0,149,137,12,2019,196376.12457926918,1624539.6199326317,714664.5970000004,760.0924200000001,72146.10700000002,0.0,14159.800720000001,14306.722000000003,808502.3007926317,69841,71,42,24
Kentucky,1873927.0,3.0,447,412,35,2019,287789.7607121751,2873867.601191183,1421468.0569999998,10436.606810000001,141336.68799999994,0.0,50491.32935000001,17107.411999999993,1233027.5080311848,102023,132,280,0
Louisiana,5794685.0,7.0,360,317,43,2019,276931.40987516515,2988017.5405193153,1501913.8320000004,7416.066059999999,140936.95800000004,0.0,26746.013460000002,16851.544000000005,1294153.1269993163,91002,104,190,23
Maine,2141550.0,1.0,116,108,8,2019,108547.12625847918,1170203.9368691978,614740.366,1013.27157,51703.34400000001,0.0,20304.321210000002,8043.870000000001,474398.76408919774,41766,48,59,1
Maryland,5406386.0,16.0,490,411,79,2019,371163.74230139534,3417492.4540698878,1721262.3739999998,3561.6886400000003,362273.03599999996,0.0,29410.409219999998,28803.327,1272181.6192098875,85588,165,235,11
Massachusetts,4424943.0,15.0,917,884,33,2019,298514.84588237974,3077073.014335742,1325035.5600000003,17453.617459999998,252695.59399999998,0.0,26681.725830000003,36424.52599999999,1418781.9910457423,85810,262,579,43
Michigan,8489989.0,21.0,599,574,25,2019,552412.2602547612,4534485.69232154,2355196.7709999997,30112.965119999997,223673.34099999996,0.0,51496.471059999996,38402.399000000005,1835603.7451415395,159285,249,278,47
Minnesota,2730209.0,10.0,297,234,63,2019,308725.3064004745,3048351.0163907344,1323169.9120000002,3454.5872899999995,131069.68499999998,0.0,99172.96894000002,29114.79900000001,1462369.0641607337,121333,137,94,3
Mississippi,2070929.0,3.0,72,49,23,2019,186702.43268617176,2046100.1258436048,1026348.1689999999,10211.27368,86211.00300000001,0.0,26324.508590000005,10931.074999999999,886074.0965736045,67697,20,29,0
Missouri,3700346.0,8.0,488,393,95,2019,426190.3534911678,4188436.019909545,1965143.2329999995,91194.87233,186559.55000000002,0.0,127322.03521000002,27469.99300000001,1790746.3363695445,143320,214,160,19
Montana,793652.8,1.0,205,136,69,2019,89096.05300331058,884155.7102531701,404725.4719999998,1771.9535799999999,43894.84599999998,0.0,11463.5715,6072.999999999999,416226.8671731701,36693,62,74,0
Nebraska,1336773.0,3.0,175,164,11,2019,124439.25683148476,1356201.0297033053,645761.1059999999,37990.081979999995,64761.723,0.0,45515.65404,9714.657,552457.8076833055,48458,99,42,23
Nevada,5301057.0,3.0,674,509,165,2019,210766.10827224454,2431890.882195935,1190462.6090000002,15555.984889999998,127100.68699999998,0.0,17070.44481,12721.218,1068979.9384959345,79010,138,370,1
New Hampshire,1035650.0,3.0,113,106,7,2019,100020.353956848,885836.3796936322,391716.556,195.5408,66508.74,0.0,8590.78567,8969.535999999998,409855.2212236322,31468,18,86,2
New Jersey,6013227.0,16.0,551,485,66,2019,325981.48673669517,2470314.612951885,1254479.565,1422.3207699999998,236724.56600000002,0.0,20160.268739999996,38896.69799999999,918631.1944418849,76664,156,326,3
New Mexico,2079729.0,2.0,257,119,138,2019,154171.78383473726,1751262.2827412966,921513.116,1542.37654,73088.48499999999,0.0,16371.6618,9217.76,729528.8834012965,54014,84,35,0
New York,19780799.0,27.0,1270,1247,23,2019,718899.9014663217,6892834.035284558,2791811.671999999,75134.06943,590540.8180000001,0.0,107544.97335999999,75383.24300000002,3252419.2594945603,217937,775,394,78
North Carolina,6019216.0,12.0,907,763,144,2019,725312.8955483163,8367342.51425024,4772645.328999999,19517.58808,541616.976,0.0,94343.28727,50313.73600000001,2888905.597900245,245942,413,350,0
North Dakota,929767.0,1.0,49,49,0,2019,50841.662773136595,472047.43734887947,212541.757,243.73673000000002,24430.707999999988,0.0,6178.067369999999,2866.3060000000005,225786.86224887957,20305,18,14,17
Ohio,10102972.0,9.0,676,610,66,2019,733081.6844494684,9459429.158719204,2759808.5330000003,25525.837199999998,295830.444,0.0,3244446.6279099993,50315.13599999999,3083502.580609202,241389,270,285,55
Oklahoma,4802143.0,8.0,280,203,77,2019,296890.99462928367,3744288.208336141,2241743.198999999,2397.63697,158281.12300000005,0.0,148428.66229000004,17716.202999999998,1175721.3840761406,99545,160,42,1
Oregon,6380735.0,7.0,1438,611,827,2019,290443.6656720561,3180476.304764377,1526267.8079999997,32070.58638,160973.207,0.0,39988.743950000004,17978.843999999997,1403197.1154343758,103569,307,304,0
Pennsylvania,9670217.0,16.0,857,820,37,2019,768093.572103837,6107649.7205454735,2877075.9990000003,16822.75857,364677.93000000005,0.0,156293.7507,63667.887,2629111.3952754745,229657,273,492,55
Puerto Rico,304801.0,2.0,90,18,72,2019,73054.76258348,1737934.385496546,883551.2040000001,21249.490130000002,58914.456000000006,0.0,27063.844760000004,3110.896000000001,744044.4946065462,51794,2,15,1
Rhode Island,1178835.0,1.0,92,89,3,2019,58976.430894205,627130.8947993529,253652.233,16944.18694,45409.575,0.0,34512.91202,4505.216,272106.7718393528,19551,29,60,0
South Carolina,5280050.0,4.0,462,343,119,2019,398589.4247488912,4405949.529411094,2561625.1979999994,14400.822919999999,278949.043,0.0,85222.87671000001,26288.087999999992,1439463.5007810942,141057,150,188,5
South Dakota,784465.0,1.0,66,55,11,2019,64119.1422466006,743077.3450573641,291447.9060000001,3432.9883,28274.785000000003,0.0,11306.71197,3808.4370000000004,404806.5167873641,30516,44,11,0
Tennessee,3421060.0,10.0,679,539,140,2019,460692.25032145187,5024968.738616081,2675980.739,13285.13364,283043.64499999984,0.0,76961.51942000001,24993.844,1950703.8575560797,155000,225,310,4
Texas,17075308.0,11.0,1806,1225,581,2019,1562721.8492101992,18546803.751028173,10261180.454999996,24974.00039,1492178.6710000006,396288.99451,223341.56646000006,98408.73199999997,6050431.331668169,513806,743,403,79
Utah,1039656.0,3.0,211,184,27,2019,130816.93926385908,1340822.5990742599,603120.0449999999,4250.63971,98556.035,0.0,78468.14491,8664.804,547762.9304542599,37450,108,76,0
Vermont,952071.0,2.0,87,78,9,2019,41072.6988158121,363179.90545651683,159808.113,1.01624,23265.901,0.0,4221.831220000001,3343.15,172539.89399651682,14468,25,53,0
Virginia,3959659.0,16.0,447,355,92,2019,714410.3497710419,6829758.1750954185,3846120.2379999976,18260.55943,857394.3960000002,0.0,76327.27332000001,45122.616000000016,1986533.0923454226,167677,282,61,12
Washington,8242436.0,6.0,1585,818,767,2019,544289.6039229984,4896346.222946408,2646996.237,12289.2348,450693.765,0.0,87971.50997000001,32854.312,1665541.1641764082,140214,475,341,2
West Virginia,2377892.0,4.0,137,113,24,2019,137336.57315618708,2197413.1784927244,830071.5200000001,26945.781890000002,47196.326,0.0,425721.00786,8915.400000000001,858563.1427427246,56339,80,33,0
Wisconsin,3229333.0,4.0,359,334,25,2019,344785.02003694006,3175392.8553079986,1354385.7939999998,11989.30946,130340.58199999997,0.0,74854.07792999998,27862.826999999997,1575960.2649179967,123518,107,227,0
Wyoming,1366620.0,1.0,51,43,8,2019,46613.1565749924,504899.2930576285,203047.503,7558.370000000001,18217.013000000003,0.0,1769.26895,2092.399,272214.73910762847,19128,22,21,0
Alaska,1307066.0,2.0,94,82,12,2020,69383.63422359509,875583.4111163251,362753.72599999997,2526.0751099999998,61643.004,0.0,29159.423369999997,1923.6559999999995,417577.5266363251,21685,61,21,0
Arizona,8880956.0,3.0,921,579,342,2020,504451.4072379092,5244621.257271604,2480238.2690000003,19945.618649999997,317857.75,0.0,87661.65178,30757.248000000003,2308160.7198416037,163613,159,372,48
Arkansas,1441369.0,4.0,188,107,81,2020,202517.3379549587,2674496.0211938187,1329474.3650000002,15022.25891,82555.04000000002,0.0,28909.25332,10034.656999999997,1208500.4469638197,83510,68,39,0
California,95060168.0,44.0,11401,3405,7996,2020,1659400.6862932122,19163866.06741592,8969514.246000001,219978.559,1777554.985,0.0,227201.55597,117690.48200000003,7851926.239445915,459981,1619,1633,153
Colorado,4123551.0,4.0,1044,696,348,2020,392115.53873604594,4094830.4338137168,2065141.3009999995,21908.217969999998,401767.1840000001,0.0,58519.63223,26168.309999999994,1521325.7886137166,111754,397,271,28
Connecticut,3371343.0,2.0,199,187,12,2020,167454.4912251368,1492740.8202702487,555101.593,1143.32293,100963.34099999999,0.0,17846.82435,17553.003999999997,800132.7349902487,47687,48,130,9
Delaware,919009.0,1.0,78,71,7,2020,70339.574967663,589308.1823911899,307639.608,7209.87803,34012.066,0.0,712.3866399999999,4598.345,235135.89872118988,17330,34,37,0
District of Columbia,3000000.0,1.0,302,254,48,2020,28928.30529966,4483297.496732368,117273.12,416504.64382999996,30933.682,0.0,3637758.221840001,2175.216,278652.61306236696,7677,121,133,0
Florida,25678828.0,27.0,2436,1470,966,2020,1517442.4848555892,16640833.858923882,8317991.111000001,125262.61617000001,979604.5960000001,0.0,182850.51302,102070.97100000002,6933054.051733887,532055,555,799,116
Georgia,6179534.0,9.0,764,376,388,2020,696190.6826714509,7981701.475748992,4723083.450999998,11482.20434,519831.67900000006,0.0,101478.14387,41057.076,2584768.9215389937,225780,216,160,0
Guam,651074.0,1.0,21,6,15,2020,11725.6576120627,136690.32336990852,76687.006,0.0,13281.133,0.0,0,292.118,46430.06636990853,3189,6,0,0
Hawaii,6232787.0,2.0,485,244,241,2020,114521.02982692311,1191580.4886020636,569851.8759999999,625.4809399999999,169655.87999999998,0.0,18062.596129999998,10939.37,422445.28553206386,29121,130,70,44
Idaho,323126.0,2.0,178,112,66,2020,124302.42393027648,1330004.5635576164,642079.1439999996,1646.78375,60632.877999999975,0.0,12476.36067,6574.989999999998,606594.4071376165,47431,60,52,0
Illinois,12822200.0,19.0,736,504,232,2020,605841.7399585404,5445733.943395792,2306070.641999999,32842.36391,262875.6579999999,0.0,43206.37196999999,46880.297000000006,2753858.6105157924,169824,199,282,23
Indiana,4733521.0,2.0,530,460,70,2020,411140.538365597,3518950.1756697544,1598854.7280000004,12844.80977,128506.83100000005,0.0,70982.60455000002,19355.129999999994,1688406.072349753,126715,207,231,22
Iowa,2376550.0,3.0,154,136,18,2020,199339.40882592378,1743878.8032258574,766006.7789999997,705.80239,64634.393999999986,0.0,17294.945330000002,12421.692999999997,882815.1895058564,68060,77,36,23
Kentucky,1911407.0,3.0,399,359,40,2020,288894.3665783462,3020251.6483695195,1481246.879,15362.47414,125474.33900000004,0.0,53982.72299,13885.119999999997,1330300.1132395198,100123,133,226,0
Louisiana,4079901.0,7.0,378,336,42,2020,287747.0290993973,3194430.5020309417,1585974.5979999998,7428.47619,130373.20400000004,0.0,27907.38495,14911.245000000006,1427835.5938909408,89805,89,186,61
Maine,2184381.0,1.0,103,93,10,2020,109567.08175298311,1254718.8411130472,646480.2949999999,3184.10683,44306.556,0.0,20847.864609999997,6502.923000000001,533397.095673047,41380,42,50,1
Maryland,5514517.0,16.0,464,392,72,2020,384661.8180073463,3590268.3505030945,1861035.03,2123.0692200000003,306897.4539999999,0.0,25343.077740000008,27679.998,1367189.7215430941,85053,174,209,9
Massachusetts,5513443.0,13.0,836,807,29,2020,314818.4961263971,3227382.288585547,1361395.3,25021.245490000005,217098.669,0.0,26931.4885,31425.93,1565509.6555955468,82622,215,553,39
Michigan,8396099.0,20.0,639,594,45,2020,567919.0187080306,4879481.555368102,2502219.6850000005,26129.68435,200168.81300000002,0.0,52886.749930000005,37234.066000000006,2060842.557088102,156673,223,321,50
Minnesota,2784814.0,10.0,315,268,47,2020,312843.11631894467,3329309.0871165153,1396629.5440000005,12169.33269,112677.08200000005,0.0,107422.48757,27342.109000000004,1673068.531856515,118665,146,122,0
Mississippi,2112349.0,3.0,68,37,31,2020,185462.2733162805,2227333.4568757457,1108022.5859999997,27118.89484,85280.501,0.0,27839.41035,9406.45,969665.6146857451,67092,9,28,0
Missouri,3774355.0,8.0,453,366,87,2020,421489.6234856883,4489858.84678573,2073831.043,68711.58721000001,163440.403,0.0,134656.22798,25318.237,2023901.3485957298,142259,189,175,2
Montana,793652.8,1.0,165,104,61,2020,89659.81765282169,1067005.165959909,448621.90500000026,10296.20244,39338.687,0.0,12800.41218,5960.742,549987.217339909,37179,47,57,0
Nebraska,1342177.0,3.0,153,146,7,2020,126950.53432522922,1512896.584518585,698164.3910000001,48401.07797,59466.62999999998,0.0,48062.01282000001,8863.196,649939.2767285857,47754,77,40,29
Nevada,6376261.0,3.0,924,522,402,2020,221610.3298869738,2743750.83813352,1326694.434,11684.128340000001,126300.395,0.0,17124.87627,10103.437000000002,1251843.5675235204,78870,120,402,0
New Hampshire,1056363.0,3.0,116,101,15,2020,99248.8970661879,953463.0910288291,417784.207,8408.869980000001,55224.325,0.0,9640.958440000002,7473.556,454931.17460882926,30800,22,79,0
New Jersey,6027392.0,16.0,595,511,84,2020,339518.9454193226,2531623.3993913406,1317720.35,1483.45498,199686.357,0.0,20665.70338,37480.177,954587.3570313405,73682,159,352,0
New Mexico,2121325.0,2.0,252,114,138,2020,151278.528246861,1887261.3641891433,974431.771,10287.95346,66098.14100000002,0.0,17917.29024,8980.631000000001,809545.5774891435,53264,79,35,0
New York,26407902.0,24.0,1251,1214,37,2020,737764.971040223,7038008.117342179,2885476.5139999995,75844.8908,467969.2490000001,0.0,118070.77071000001,66087.78500000002,3424558.90783218,208671,730,415,69
North Carolina,7139602.0,12.0,798,669,129,2020,698182.930860024,9130064.194545288,5199579.695,28784.606490000002,503733.8530000001,0.0,96689.35884999999,46864.13299999999,3254412.548205288,247689,309,360,0
North Dakota,948363.0,1.0,49,45,4,2020,53608.265768954414,523733.65716098936,227649.27000000005,618.3792199999999,22879.815000000006,0.0,6876.85354,2495.0159999999996,263214.3234009895,20368,17,9,19
Ohio,10155458.0,9.0,730,698,32,2020,741602.0405427341,10204668.969715865,2935769.067,21059.52093,271096.3319999998,0.0,3599692.731169999,42941.730000000025,3334109.5886158654,237505,330,324,44
Oklahoma,4898187.0,8.0,325,202,123,2020,295303.5226026701,4021872.547942847,2389698.4060000004,1122.97,155935.96000000002,0.0,157618.63945999995,15084.036,1302412.5364828464,100742,120,80,2
Oregon,8494063.0,8.0,1329,654,675,2020,295278.5007891031,3488244.2885414376,1605065.573,30023.236380000002,150997.614,0.0,41328.31367999999,16721.096,1644108.4554814373,101786,311,343,0
Pennsylvania,9863626.0,16.0,977,920,57,2020,791913.8150674535,6439247.984003989,2994185.7150000012,16154.523220000001,309374.31400000013,0.0,163075.93360999998,58270.81299999999,2898186.685173987,224252,329,531,60
Puerto Rico,310898.0,2.0,88,16,72,2020,69493.20355410001,1815905.2693144993,913633.7099999997,26561.5799,53986.935000000005,0.0,29283.769539999998,1819.6189999999997,790619.6558744989,51578,1,15,0
Rhode Island,1178835.0,1.0,92,84,8,2020,62151.352811456,663049.6707486429,262599.101,18922.997420000003,35164.75,0.0,35185.5505,4837.7029999999995,306339.5688286429,18943,26,58,0
South Carolina,5385653.0,4.0,428,317,111,2020,397648.7928842552,4795509.4719271725,2760667.6489999997,9252.88493,259929.06900000002,0.0,90175.9289,25090.588000000003,1650393.352097172,141027,115,199,3
South Dakota,1300155.0,1.0,43,37,6,2020,65013.731361782804,842832.5750632259,314178.45100000006,9584.34542,27602.066,0.0,12578.95742,4126.476,474762.2792232261,29835,32,5,0
Tennessee,2921201.0,10.0,570,424,146,2020,456196.0888536678,5372976.795013655,2829471.5069999993,17277.04634,264988.523,0.0,76508.02996,24485.624000000007,2160246.0647136527,154526,160,259,5
Texas,19672365.0,11.0,1948,1117,831,2020,1573737.4354460728,19999731.80040681,11053648.524999997,36528.897150000004,1424372.7959999992,288554.0445,247928.77456000002,93181.84500000002,6855516.91819682,519610,637,374,106
Utah,1060450.0,3.0,114,98,16,2020,134230.4239249766,1464538.8548169783,654075.622,1254.72982,88514.76099999998,0.0,82623.30578,8746.819,629323.6172169781,37254,54,44,0
Vermont,952071.0,2.0,71,67,4,2020,42187.3765110702,385650.04698555206,165334.37799999997,37.93976,18675.807,0.0,4327.393730000001,3685.636,193588.89249555196,14014,26,41,0
Virginia,4216873.0,16.0,395,323,72,2020,721894.0910172279,7298839.467381574,4179581.5360000003,26188.45088,771314.168,0.0,74980.75890999999,43119.261000000006,2203655.292591572,169498,252,45,26
Washington,12250044.0,6.0,1607,866,741,2020,554533.1431730244,5296544.029992052,2814305.577,11095.92167,435654.11300000007,0.0,98956.62642999997,27520.263000000006,1909011.5288920521,139215,558,269,39
West Virginia,2416717.0,4.0,104,88,16,2020,138738.9663405275,2473779.321210636,867316.1820000003,19786.08399,43533.98599999999,0.0,590753.8156500001,6325.106000000001,946064.1475706361,55009,62,26,0
Wisconsin,3270922.0,4.0,337,320,17,2020,352071.99284944887,3447136.884902477,1447600.2380000001,6859.9524200000005,117728.63100000001,0.0,80737.10310000001,25545.56599999999,1768665.394382476,121267,102,217,1
Wyoming,1366620.0,1.0,51,45,6,2020,47660.3658978255,591177.4462066424,220856.794,1319.2019599999999,17964.460000000003,0.0,1790.40463,2190.268,347056.3176166426,18873,24,21,0
Alaska,1332881.0,2.0,36,36,0,2021,67388.16106076923,777282.5011748025,330435.532,3735.38364,53620.03100000001,0.0,23751.33971,1686.0120000000002,364054.20282480237,22290,21,15,0
Arizona,9056358.0,3.0,637,637,0,2021,493452.6845019862,5359925.522766121,2684559.684,35195.970140000005,276518.951,0.0,50156.07021,26817.799,2286677.04841612,171362,302,281,54
Arkansas,2056193.0,5.0,102,85,17,2021,195685.26641725504,2732007.5251694443,1396310.787,2170.0859300000006,74311.04200000002,0.0,16519.750219999998,11517.498000000003,1231178.3620194441,84471,50,35,0
California,69434960.0,44.0,3351,3212,139,2021,1615956.9666745563,19338544.239830226,9448656.72,271557.11879,1588602.9780000004,0.0,92611.79391000001,108022.45700000001,7829093.172130227,470788,1724,1325,163
Colorado,4204992.0,4.0,642,603,39,2021,387617.8613093062,4214341.440069613,2294328.6840000004,14666.30717,384279.021,0.0,30973.66956,24697.410999999996,1465396.3473396127,114878,402,186,15
Connecticut,3437929.0,2.0,125,114,11,2021,157949.7251461708,1521254.0940875348,578127.298,5425.89913,93684.688,0.0,10547.46752,18022.911999999997,815445.8294375347,48768,30,75,9
